TC1,830002.79,9133546.25,3243,M
F1,829991.37,9133532.12,3243,M
D1,829981.09,9133518.3,3243,M
H1,830002.18,9133544.03,3243,M
E1,829989.4,9133525.9,3243,M
I1,830039.74,9133554.29,3243,M
C1,829979.12,9133512.08,3243,M
G1,829995.2,9133536.71,3243,M
F2,829997.72,9133533.51,3243,M
E2,829995.75,9133527.3,3243,M
D2,829987.44,9133519.69,3243,M
I2,830044.38,9133558.86,3243,M
G2,829999.68,9133539.73,3243,M
H2,830008.42,9133545.89,3243,M
TC2,830007.53,9133547.81,3243,M
C2,829985.47,9133513.47,3243,M
G3,830006.03,9133541.12,3243,M
H3,830014.83,9133547.05,3243,M
E3,830002.1,9133528.69,3243,M
D3,829993.79,9133521.08,3243,M
TC3,830012.48,9133548.44,3243,M
C3,829991.82,9133514.87,3243,M
I3,830049.79,9133562.45,3243,M
F3,830004.06,9133534.9,3243,M
F4,830010.41,9133536.29,3243,M
D4,830000.13,9133522.47,3243,M
H4,830021.24,9133548.11,3243,M
E4,830008.45,9133530.08,3243,M
G4,830012.38,9133542.51,3243,M
C4,829998.17,9133516.26,3243,M
I4,830054.17,9133567.24,3243,M
TC4,830017.42,9133549.01,3243,M
TC5,830022.35,9133549.83,3243,M
D5,830006.48,9133523.86,3243,M
H5,830027.66,9133548.95,3243,M
F5,830016.76,9133537.68,3243,M
C5,830004.52,9133517.65,3243,M
E5,830014.8,9133531.47,3243,M
G5,830018.73,9133543.9,3243,M
D6,830012.83,9133525.26,3243,M
E6,830021.15,9133532.86,3243,M
G6,830025.08,9133545.29,3243,M
TC6,830027.21,9133550.92,3243,M
F6,830023.11,9133539.08,3243,M
H6,830033.71,9133551.51,3243,M
C6,830010.87,9133519.04,3243,M
C7,830017.22,9133520.43,3243,M
TC7,830031.82,9133552.85,3243,M
G7,830031.43,9133546.68,3243,M
D7,830019.18,9133526.65,3243,M
F7,830029.46,9133540.47,3243,M
H7,830044.39,9133553.21,3243,M
E7,830027.5,9133534.25,3243,M
G8,830037.78,9133548.07,3243,M
C8,830023.57,9133521.82,3243,M
D8,830025.53,9133528.04,3243,M
H8,830049.1,9133557.7,3243,M
E8,830033.85,9133535.64,3243,M
F8,830035.81,9133541.86,3243,M
TC8,830036.01,9133555.51,3243,M
F9,830042.16,9133543.25,3243,M
G9,830044.2,9133549.32,3243,M
H9,830053.81,9133562.18,3243,M
TC9,830040.18,9133558.27,3243,M
C9,830029.92,9133523.21,3243,M
D9,830031.88,9133529.43,3243,M
E9,830040.2,9133537.04,3243,M
C10,830036.27,9133524.61,3243,M
D10,830038.23,9133530.82,3243,M
G10,830050.64,9133551.36,3243,M
TC10,830044.23,9133561.19,3243,M
H10,830058.51,9133566.66,3243,M
E10,830046.55,9133538.43,3243,M
F10,830047.7,9133543.77,3243,M
H11,830063.22,9133571.14,3243,M
D11,830044.58,9133532.21,3243,M
C11,830042.61,9133526,3243,M
F11,830052.18,9133545.03,3243,M
TC11,830048.39,9133563.96,3243,M
G11,830055.35,9133555.84,3243,M
TC12,830052.2,9133567.16,3243,M
H12,830067.93,9133575.62,3243,M
G12,830060.05,9133560.32,3243,M
C12,830048.96,9133527.39,3243,M
F12,830056.89,9133549.51,3243,M
H13,830072.64,9133580.1,3243,M
G13,830064.76,9133564.8,3243,M
F13,830061.6,9133553.99,3243,M
TC13,830056.12,9133570.26,3243,M
F14,830066.3,9133558.47,3243,M
H14,830077.7,9133584.22,3243,M
G14,830069.47,9133569.29,3243,M
TC14,830060.11,9133573.28,3243,M
G15,830074.18,9133573.77,3243,M
F15,830071.01,9133562.95,3243,M
TC15,830064.15,9133576.22,3243,M
H15,830082.69,9133588.38,3243,M
TC16,830068.19,9133579.16,3243,M
F16,830075.72,9133567.43,3243,M
H16,830088.24,9133591.74,3243,M
G16,830078.89,9133578.25,3243,M
F17,830080.43,9133571.91,3243,M
G17,830083.6,9133582.73,3243,M
TC17,830072.11,9133582.25,3243,M
G18,830088.31,9133587.21,3243,M
TC18,830075.99,9133585.4,3243,M
F18,830085.14,9133576.39,3243,M
G19,830093.02,9133591.69,3243,M
TC19,830079.77,9133588.64,3243,M
F19,830089.85,9133580.88,3243,M
F20,830094.56,9133585.36,3243,M
G20,830097.72,9133596.17,3243,M
TC20,830083.64,9133591.8,3243,M
G21,830102.43,9133600.65,3243,M
F21,830099.26,9133589.84,3243,M
TC21,830088.15,9133593.94,3243,M
G22,830107.14,9133605.13,3243,M
TC22,830092.39,9133596.57,3243,M
F22,830103.97,9133594.32,3243,M
TC23,830096.06,9133599.95,3243,M
F23,830108.68,9133598.8,3243,M
TC24,830099.45,9133603.62,3243,M
TC25,830102.66,9133607.42,3243,M
TC26,830106.37,9133610.77,3243,M
