1,806339.69,9158140,3083.5
2,806347.18,9158140.31,3083.5
3,806354.67,9158140.63,3083.5
4,806362.17,9158140.94,3083.5
5,806369.66,9158141.25,3083.5
6,806377.15,9158141.56,3083.5
7,806384.65,9158141.88,3083.5
8,806392.14,9158142.19,3083.5
9,806343.16,9158146.65,3083.5
10,806350.66,9158146.96,3083.5
11,806358.15,9158147.28,3083.5
12,806365.64,9158147.59,3083.5
13,806373.14,9158147.9,3083.5
14,806380.63,9158148.21,3083.5
15,806388.12,9158148.53,3083.5
16,806394.68,9158149.11,3083.5
17,806346.64,9158153.3,3083.5
18,806354.13,9158153.61,3083.5
19,806361.63,9158153.93,3083.5
20,806369.12,9158154.24,3083.5
21,806376.61,9158154.55,3083.5
22,806384.11,9158154.87,3083.5
23,806391.6,9158155.18,3083.5
24,806350.11,9158159.95,3083.5
25,806357.61,9158160.26,3083.5
26,806365.1,9158160.58,3083.5
27,806372.59,9158160.89,3083.5
28,806380.09,9158161.2,3083.5
29,806387.58,9158161.52,3083.5
30,806395.08,9158161.83,3083.5
31,806353.59,9158166.6,3083.5
32,806361.08,9158166.92,3083.5
33,806368.58,9158167.23,3083.5
34,806376.07,9158167.54,3083.5
35,806383.56,9158167.85,3083.5
36,806390.67,9158168.45,3083.5
37,806349.57,9158172.94,3083.5
38,806357.07,9158173.25,3083.5
39,806364.56,9158173.57,3083.5
40,806372.05,9158173.88,3083.5
41,806379.55,9158174.19,3083.5
42,806387.04,9158174.5,3083.5
43,806394.53,9158174.82,3083.5
44,806345.55,9158179.28,3083.5
45,806353.05,9158179.59,3083.5
46,806360.54,9158179.9,3083.5
47,806368.04,9158180.22,3083.5
48,806375.53,9158180.53,3083.5
49,806383.02,9158180.84,3083.5
50,806390.52,9158181.16,3083.5
51,806349.03,9158185.93,3083.5
52,806356.52,9158186.24,3083.5
53,806364.02,9158186.56,3083.5
54,806371.51,9158186.87,3083.5
55,806379,9158187.18,3083.5
56,806386.5,9158187.49,3083.5
57,806393.99,9158187.81,3083.5
58,806352.51,9158192.58,3083.5
59,806360,9158192.89,3083.5
60,806367.49,9158193.21,3083.5
61,806374.99,9158193.52,3083.5
62,806382.48,9158193.83,3083.5
63,806355.98,9158199.23,3083.5
64,806363.48,9158199.54,3083.5
65,806370.97,9158199.86,3083.5
66,806359.46,9158205.88,3083.5
67,806302.57,9158145.64,3083.5
68,806309.99,9158144.55,3083.5
69,806317.41,9158143.45,3083.5
70,806324.83,9158142.36,3083.5
71,806332.25,9158141.26,3083.5
72,806307.23,9158151.52,3083.5
73,806314.65,9158150.43,3083.5
74,806322.07,9158149.34,3083.5
75,806329.49,9158148.24,3083.5
76,806336.91,9158147.15,3083.5
77,806304.47,9158158.5,3083.5
78,806311.89,9158157.41,3083.5
79,806319.31,9158156.31,3083.5
80,806326.73,9158155.22,3083.5
81,806334.15,9158154.12,3083.5
82,806309.13,9158164.39,3083.5
83,806316.55,9158163.29,3083.5
84,806323.97,9158162.2,3083.5
85,806331.39,9158161.1,3083.5
86,806306.36,9158171.36,3083.5
87,806313.78,9158170.27,3083.5
88,806321.2,9158169.17,3083.5
89,806328.62,9158168.08,3083.5
90,806336.04,9158166.99,3083.5
91,806311.02,9158177.25,3083.5
92,806318.44,9158176.15,3083.5
93,806325.86,9158175.06,3083.5
94,806308.26,9158184.22,3083.5
95,806315.68,9158183.13,3083.5
96,806323.1,9158182.04,3083.5
97,806330.52,9158180.94,3083.5
98,806337.94,9158179.85,3083.5
99,806312.92,9158190.11,3083.5
100,806320.34,9158189.01,3083.5
101,806327.76,9158187.92,3083.5
102,806335.18,9158186.82,3083.5
103,806342.6,9158185.73,3083.5
104,806310.16,9158197.08,3083.5
105,806317.58,9158195.99,3083.5
106,806325,9158194.9,3083.5
107,806332.42,9158193.8,3083.5
108,806339.84,9158192.71,3083.5
109,806314.82,9158202.97,3083.5
110,806322.24,9158201.87,3083.5
111,806329.66,9158200.78,3083.5
112,806337.08,9158199.68,3083.5
113,806312.06,9158209.95,3083.5
114,806319.48,9158208.85,3083.5
115,806326.89,9158207.76,3083.5
116,806334.31,9158206.66,3083.5
117,806341.73,9158205.57,3083.5
118,806316.71,9158215.83,3083.5
119,806324.13,9158214.73,3083.5
120,806331.55,9158213.64,3083.5
121,806338.97,9158212.55,3083.5
122,806346.39,9158211.45,3083.5
123,806321.37,9158221.71,3083.5
